K, WSSSE
3,8.925602983438802
4,8.452375616888842
5,8.101314597547965
6,7.873838960331519
7,7.599777660921425
8,7.493784327136779
9,7.258516334718576
10,7.201196605371881
11,6.978739782222646
12,6.889753467850448
13,6.547584244343663
14,6.86567244479323
15,6.708210683247135
16,6.354522345151246
17,6.491725917468645
18,6.487524673803959
19,6.163160853844185
